"ncit_value","origin_id"
"tumor_cells_uncertain_whether_benign_or_malignant","C12922"
"tumor_embolus","C3005"
"tumor_free","C156848"
"tumor_malignant_nos","C9305"
"tumor_metastatic","C3261"
"tumor_nos","C3262"
"tumor_secondary","C36255"
"tumor_thickness","C176286"
"tumorlet_benign","C65162"
"tunisia","C17221"
"turban_tumor","C43352"
"turkey","C17222"
"turkmenistan","C17223"
"tuvalu","C17225"
"twin_sibling","C73427"
"tx","C48737"
"type_1","C27886"
"type_2","C27887"
"tyrosine_kinase_inhibitor_tl895","C172809"
"tzone_lymphoma","C7204"
"ubr5","C111928"
"uganda","C17228"
"ukraine","C17229"
"ultrasound_guided_biopsy","C93022"
"uncertain_significance","C94187"
"unclassified_tumor_benign","C3677"
"unclassified_tumor_borderline_malignancy","C65157"
"unclassified_tumor_malignant","C9305"
"unclassified_tumor_malignant_uncertain_whether_primary_or_metastatic","C65153"
"unclassified_tumor_uncertain_whether_benign_or_malignant","C65157"
"uncle","C71404"
"undescended_testis","C12326"
"undescended_testis_history","C12326"
"undifferentiated","C42046"
"undifferentiated_epithelioid_sarcoma","C121802"
"undifferentiated_highgrade_pleomorphic_sarcoma","C8563"
"undifferentiated_leukaemia","C9300"
"undifferentiated_pleomorphic_sarcoma","C4247"
"undifferentiated_round_cell_sarcoma","C121799"
"undifferentiated_sarcoma","C121804"
"undifferentiated_spindle_cell_sarcoma","C121797"
"undifferentiated_uterine_sarcoma","C8972"
"unfavorable","C102561"
"unifocal","C47862"
"unilateral","C28012"
"uninvolved","C48621"
"united_arab_emirates","C17232"
"united_kingdom","C17233"
"united_states","C17234"
"unknown","C17998"
"unknown_primary_site","C48322"
"unknown_tumor_status","C158709"
"unrelated","C25328"
"unsatisfactory","C126862"
"unspecified","C38046"
"upifitamab","C147578"
"upper_gum","C54205"
"upper_limb_nos","C12671"
"upper_lobe_lung","C12285"
"upper_respiratory_tract_nos","C33839"
"upper_third_of_esophagus","C12253"
"upperinner_quadrant_of_breast","C12301"
"upperouter_quadrant_of_breast","C12303"
"upstream_gene_variant","C63430"
"urabrelimab","C155976"
"urachal_carcinoma","C39842"
"urachus","C12338"
"ureter","C12416"
"ureteric_orifice","C12337"
"urethra","C12417"
"urinary_system_nos","C12413"
"urine","C13283"
"urothelial_carcinoma_in_situ","C4116"
"urothelial_carcinoma_nos","C4030"
"urothelial_carcinoma_with_squamous_differentiation","C39816"
"urothelial_carcinoma_with_trophoblastic_differentiation","C39818"
"urothelial_papilloma_nos","C3842"
"ursolic_acid","C172843"
"urticaria_pigmentosa","C3433"
"uruguay","C17244"
"usp6","C24892"
"usp8","C24893"
"uterine_adnexa","C12321"
"uterine_cancer","C3552"
"uterus_nos","C12405"
"uuid","C54100"
"uvula","C12232"
"uzansertib","C124226"
"uzbekistan","C17246"
"vagina_nos","C12407"
"vaginal_intraepithelial_neoplasia_grade_iii","C7855"
"vain_iii","C89476"
"valecobulin","C101264"
"valemetostat","C127114"
"vallecula","C12237"
"vanuatu","C17247"
"vascular_leiomyoma","C3747"
"vav1","C18365"
"venezuela","C17250"
"venous_hemangioma","C4296"
"ventricle_nos","C12356"
"verrucous_carcinoma_nos","C3781"
"verrucous_epidermoid_carcinoma","C3781"
"verrucous_keratotic_hemangioma","C4299"
"verrucous_papilloma","C4101"
"verrucous_squamous_cell_carcinoma","C3781"
"vertebral_canal","C33869"
"vertebral_column","C12998"
"vesencumab","C91728"
"vestibule_of_mouth","C165195"
"vgprvery_good_partial_response","C123618"
"vhl","C18261"
"vibecotamab","C127120"
"vibostolimab","C140041"
"vietnam","C17252"
"villoglandular_adenoma","C4143"
"villoglandular_carcinoma","C40208"
"villous_adenocarcinoma","C4142"
"villous_adenoma_nos","C7399"
"vin_iii","C4522"
"vipoma_malignant","C65189"
"vipoma_nos","C26749"
"virgin_islands_british","C17653"
"virgin_islands_us","C17255"
"visual_changes","C157424"
"volcanic_smoke","C164100"
"von_recklinghausen_disease","C3273"
"vorasidenib","C152914"
"vosilasarm","C137950"
"vti1a","C99462"
"vulinacimab","C156172"
"vulva_nos","C12408"
"vulvar_intraepithelial_neoplasia_grade_iii","C4522"
"waldenstrom_macroglobulinemia","C80307"
"waldeyer_ring","C73468"
"wallis_and_futuna","C17259"
"ward","C71413"
"warthin_tumor","C2854"
"warty_carcinoma","C3781"
"was","C43236"
"waste_burning_smoke","C164101"
"waterclear_cell_adenocarcinoma","C4156"
"waterclear_cell_adenoma","C4155"
"waterclear_cell_carcinoma","C4156"
"wdcp","C101428"
"wee1_inhibitor_znc3","C167064"
"wee1_kinase_inhibitor_debio_0123","C173426"
"well_differentiated_liposarcoma_of_superficial_soft_tissue","C6505"
"well_differentiated_thymic_carcinoma","C7997"
"western_sahara","C20113"
"wgs","C101294"
"white_matter","C33892"
"wif1","C97867"
"wife","C71587"
"wilms_tumor","C3267"
"with_tumor","C156849"
"within_5_minutes","C164121"
"wnk2","C143106"
"wntactivated","C129440"
"wolffian_duct_adenoma","C4294"
"wolffian_duct_carcinoma","C4072"
"wolffian_duct_tumor","C4295"
"wood_burning_smoke_factory","C164102"
"wood_burning_smoke_nos","C164065"
"workrelated_smoke_artificial_smoke_machines","C164104"
"workrelated_smoke_fire_fighting","C164105"
"workrelated_smoke_foundry","C164106"
"workrelated_smoke_generators","C164107"
"workrelated_smoke_military","C164115"
"workrelated_smoke_nos","C164103"
"workrelated_smoke_paint_baking","C164116"
"workrelated_smoke_plastics_factory","C164118"
"workrelated_smoke_plumbing","C164119"
"workrelated_smoke_solderingwelding","C164120"
"wrn","C20070"
"wt1","C18262"
"wwtr1","C24844"
"wxs","C101295"
"xanthofibroma","C3739"
"xevinapant","C90574"
"xiliertinib","C162552"
"xisomab_3g3","C171173"
"xpa","C20361"
"xpc","C97870"
"xpo1","C99484"
"yemen","C17264"
"yolk_sac_tumor","C3011"
"yttrium_y_90_tabituximab_barzuxetan","C99168"
"ywhae","C101116"
"zambia","C17267"
"zandelisib","C123925"
"zanidatamab","C130010"
"zbtb16","C28635"
"zcchc8","C122878"
"zeb1","C105605"
"zelavespib","C101227"
"zfhx3","C115424"
"zimbabwe","C17268"
"zmym3","C101617"
"znf198","C97873"
"znf331","C97879"
"znf384","C97882"
"znf429","C143100"
"znf444","C106358"
"znf479","C143103"
"znf521","C97885"
"znrf3","C118319"
"zorifertinib","C118289"
"zotatifin","C165746"
"zotiraciclib_citrate","C105851"
"zrsr2","C101120"
